0.0,-9.05
0.004,-8.63
0.008,-11.69
0.012,-31.98
0.016,-40.03
0.02,-40.04
0.024,-40.05
0.028,-40.21
0.032,-40.37
0.036,-40.44
0.04,-40.55
0.044,-40.67
0.048,-40.74
0.052,-40.67
0.056,-40.59
0.06,-40.74
0.064,-40.61
0.068,-40.66
0.072,-40.57
0.076,-40.58
0.08,-40.49
0.084,-40.45
0.088,-40.52
0.092,-40.29
0.096,-40.28
0.1,-40.33
0.104,-40.37
0.108,-40.43
0.112,-40.14
0.116,-40.24
0.12,-40.13
0.124,-40.31
0.128,-40.46
0.132,-40.28
0.136,-40.46
0.14,-40.47
0.144,-40.44
0.148,-40.37
0.152,-40.08
0.156,-40.15
0.16,-40.08
0.164,-40.03
0.168,-40.1
0.172,-40.05
0.176,-40.17
0.18,-40.21
0.184,-40.49
0.188,-40.53
0.192,-40.52
0.196,-40.94
0.2,-41.0
0.204,-41.1
0.208,-41.3
0.212,-41.08
0.216,-41.17
0.22,-41.31
0.224,-41.42
0.228,-41.61
0.232,-41.71
0.236,-41.9
0.24,-42.09
0.244,-42.33
0.248,-42.63
0.252,-42.69
0.256,-42.92
0.26,-43.11
0.264,-43.04
0.268,-43.17
0.272,-42.97
0.276,-42.95
0.28,-42.96
0.284,-42.84
0.288,-42.84
0.292,-42.81
0.296,-42.79
0.3,-42.72
0.304,-42.74
0.308,-42.84
0.312,-42.81
0.316,-42.76
0.32,-42.81
0.324,-42.71
0.328,-42.64
0.332,-42.66
0.336,-42.52
0.34,-42.52
0.344,-42.51
0.348,-42.57
0.352,-42.69
0.356,-42.66
0.36,-42.71
0.364,-42.8
0.368,-42.76
0.372,-42.89
0.376,-42.72
0.38,-42.61
0.384,-42.59
0.388,-42.42
0.392,-42.26
0.396,-42.18
0.4,-42.1
0.404,-42.1
0.408,-41.89
0.412,-41.83
0.416,-41.96
0.42,-41.95
0.424,-41.82
0.428,-41.78
0.432,-41.74
0.436,-41.6
0.44,-41.59
0.444,-41.34
0.448,-41.41
0.452,-41.32
0.456,-41.4
0.46,-41.29
0.464,-41.36
0.468,-41.45
0.472,-41.21
0.476,-41.31
0.48,-41.32
0.484,-41.48
0.488,-41.26
0.492,-41.38
0.496,-41.33
0.5,-41.23
0.504,-41.14
0.508,-41.33
0.512,-41.03
0.516,-40.9
0.52,-40.96
0.524,-41.07
0.528,-41.37
0.532,-41.18
0.536,-41.38
0.54,-41.62
0.544,-41.7
0.548,-41.98
0.552,-41.91
0.556,-42.02
0.56,-42.37
0.564,-42.41
0.568,-42.6
0.572,-42.67
0.576,-42.63
0.58,-42.59
0.584,-42.38
0.588,-42.25
0.592,-42.33
0.596,-42.2
0.6,-42.09
0.604,-42.03
0.608,-41.76
0.612,-41.88
0.616,-42.08
0.62,-41.87
0.624,-41.8
0.628,-41.75
0.632,-41.72
0.636,-41.51
0.64,-41.47
0.644,-41.27
0.648,-41.19
0.652,-41.27
0.656,-41.09
0.66,-41.1
0.664,-40.96
0.668,-41.11
0.672,-41.11
0.676,-41.1
0.68,-41.21
0.684,-41.17
0.688,-41.24
0.692,-41.3
0.696,-41.13
0.7,-41.06
0.704,-41.08
0.708,-40.94
0.712,-40.89
0.716,-40.87
0.72,-40.75
0.724,-41.01
0.728,-41.07
0.732,-41.18
0.736,-41.37
0.74,-41.4
0.744,-41.56
0.748,-41.63
0.752,-41.7
0.756,-41.55
0.76,-41.32
0.764,-41.45
0.768,-41.35
0.772,-41.51
0.776,-41.7
0.78,-41.68
0.784,-41.86
0.788,-41.9
0.792,-42.19
0.796,-42.41
0.8,-42.51
0.804,-42.56
0.808,-42.86
0.812,-42.7
0.816,-42.92
0.82,-42.96
0.824,-42.98
0.828,-43.16
0.832,-43.22
0.836,-43.46
0.84,-43.7
0.844,-43.95
0.848,-44.11
0.852,-44.1
0.856,-44.22
0.86,-44.36
0.864,-44.75
0.868,-44.66
0.872,-44.69
0.876,-44.72
0.88,-44.91
0.884,-45.05
0.888,-45.07
0.892,-45.04
0.896,-44.89
0.9,-45.05
0.904,-44.97
0.908,-45.0
0.912,-45.08
0.916,-45.29
0.92,-45.22
0.924,-45.42
0.928,-45.45
0.932,-45.88
0.936,-45.96
0.94,-46.38
0.944,-46.37
0.948,-46.46
0.952,-46.66
0.956,-46.56
0.96,-46.61
0.964,-46.64
0.968,-46.74
0.972,-46.46
0.976,-46.81
0.98,-47.02
0.984,-47.34
0.988,-47.45
0.992,-47.68
0.996,-48.02
1.0,-48.14
1.004,-48.53
1.008,-48.68
1.012,-48.87
1.016,-49.2
1.02,-49.51
1.024,-49.77
1.028,-50.17
1.032,-50.53
1.036,-51.01
1.04,-51.25
1.044,-51.74
1.048,-52.28
1.052,-52.65
1.056,-53.02
1.06,-53.41
1.064,-53.5
1.068,-53.73
1.072,-54.18
1.076,-54.42
1.08,-54.69
1.084,-55.08
1.088,-55.32
1.092,-55.74
1.096,-56.17
1.1,-56.8
1.104,-57.53
1.108,-58.01
1.112,-58.64
1.116,-59.03
1.12,-59.76
1.124,-60.07
1.128,-60.62
1.132,-60.88
1.136,-61.15
1.14,-61.43
1.144,-61.92
1.148,-62.44
1.152,-62.97
1.156,-63.52
1.16,-64.01
1.164,-64.76
1.168,-65.26
1.172,-66.04
1.176,-66.4
1.18,-66.93
1.184,-67.45
1.188,-67.85
1.192,-68.69
1.196,-69.19
1.2,-69.61
1.204,-70.08
1.208,-70.56
1.212,-71.03
1.216,-71.66
1.22,-71.92
1.224,-72.41
1.228,-72.76
1.232,-73.23
1.236,-73.47
1.24,-73.77
1.244,-74.16
1.248,-74.6
1.252,-74.83
1.256,-75.09
1.26,-75.51
1.264,-75.78
1.268,-76.03
1.272,-76.3
1.276,-76.73
1.28,-76.89
1.284,-77.1
1.288,-77.24
1.292,-77.56
1.296,-77.46
1.3,-77.59
1.304,-77.83
1.308,-78.04
1.312,-77.98
1.316,-78.12
1.32,-78.24
1.324,-78.15
1.328,-78.31
1.332,-78.29
1.336,-78.26
1.34,-78.37
1.344,-78.54
1.348,-78.45
1.352,-78.64
1.356,-78.62
1.36,-78.43
1.364,-78.7
1.368,-78.69
1.372,-78.72
1.376,-78.79
1.38,-78.91
1.384,-78.67
1.388,-78.93
1.392,-78.9
1.396,-78.97
1.4,-78.88
1.404,-78.88
1.408,-78.99
1.412,-78.94
1.416,-78.86
1.42,-78.98
1.424,-78.95
1.428,-78.95
1.432,-78.73
1.436,-78.86
1.44,-79.02
1.444,-78.83
1.448,-78.93
1.452,-78.75
1.456,-78.71
1.46,-79.0
1.464,-78.97
1.468,-78.86
1.472,-78.84
1.476,-78.8
1.48,-78.97
1.484,-78.77
1.488,-78.86
1.492,-78.57
1.496,-78.67
1.5,-78.65
1.504,-78.69
1.508,-78.69
1.512,-78.46
1.516,-78.61
1.52,-78.45
1.524,-78.44
1.528,-78.49
1.532,-78.27
1.536,-78.29
1.54,-78.44
1.544,-78.31
1.548,-78.37
1.552,-78.36
1.556,-78.32
1.56,-78.3
1.564,-78.3
1.568,-78.32
1.572,-78.41
1.576,-78.34
1.58,-78.27
1.584,-78.47
1.588,-78.55
1.592,-78.38
1.596,-78.47
1.6,-78.54
1.604,-78.35
1.608,-78.33
1.612,-78.11
1.616,-78.11
1.62,-78.14
1.624,-78.18
1.628,-78.01
1.632,-77.63
1.636,-77.74
1.64,-77.68
1.644,-77.77
1.648,-77.72
1.652,-77.26
1.656,-77.34
1.66,-77.07
1.664,-77.17
1.668,-77.1
1.672,-76.87
1.676,-76.78
1.68,-76.99
1.684,-76.85
1.688,-76.82
1.692,-76.86
1.696,-76.74
1.7,-76.72
1.704,-76.74
1.708,-76.69
1.712,-76.82
1.716,-76.7
1.72,-76.85
1.724,-76.91
1.728,-76.77
1.732,-77.33
1.736,-77.17
1.74,-77.12
1.744,-77.21
1.748,-77.25
1.752,-77.57
1.756,-77.54
1.76,-77.69
1.764,-77.56
1.768,-77.55
1.772,-77.91
1.776,-77.87
1.78,-77.85
1.784,-77.94
1.788,-77.87
1.792,-78.03
1.796,-78.17
1.8,-78.06
1.804,-78.03
1.808,-78.2
1.812,-77.95
1.816,-77.91
1.82,-78.04
1.824,-78.03
1.828,-77.98
1.832,-77.89
1.836,-77.89
1.84,-78.03
1.844,-77.88
1.848,-77.91
1.852,-77.91
1.856,-78.13
1.86,-77.91
1.864,-78.13
1.868,-78.05
1.872,-77.95
1.876,-77.97
1.88,-78.05
1.884,-78.13
1.888,-78.07
1.892,-78.08
1.896,-77.92
1.9,-78.08
1.904,-78.06
1.908,-77.88
1.912,-77.66
1.916,-77.69
1.92,-77.75
1.924,-77.56
1.928,-77.7
1.932,-77.36
1.936,-77.39
1.94,-77.51
1.944,-77.49
1.948,-77.23
1.952,-77.15
1.956,-77.15
1.96,-77.17
1.964,-77.15
1.968,-77.18
1.972,-77.18
1.976,-77.17
1.98,-77.1
1.984,-77.19
1.988,-77.21
1.992,-77.3
1.996,-77.43
2.0,-77.34
